dataset,query_id,family,parameter,w1,w2,w3,w4,w5,c1,c2,c3,c4,c5
COL,0015,stability_share,0.5,0.125,0.1875,0.2916666666666667,0.20833333333333334,0.1875,4219436,7330822,2497,2321,428
COL,0015,stability_share,0.6,0.1,0.15,0.35,0.25,0.15,4219436,7330822,2497,2321,428
COL,0015,stability_share,0.7,0.075,0.1125,0.4083333333333333,0.2916666666666667,0.1125,4350096,8516513,1967,2649,472
COL,0015,stability_share,0.8,0.05,0.075,0.4666666666666667,0.3333333333333333,0.075,4350096,8516513,1967,2649,472
COL,0015,stability_share,0.9,0.025,0.0375,0.525,0.375,0.0375,4543597,9421746,1791,2769,472
COL,0015,stability_share,1.0,0.0,0.0,0.5833333333333334,0.4166666666666667,0.0,4543597,9421746,1791,2769,472
COL,0016,time_share,0.0,0.25,0.0,0.25,0.25,0.25,621834,1115107,1156,1138,210
COL,0016,time_share,0.1,0.225,0.1,0.225,0.225,0.225,619798,1091905,1160,1132,211
COL,0016,time_share,0.2,0.2,0.2,0.2,0.2,0.2,619798,1091905,1160,1132,211
COL,0016,time_share,0.3,0.175,0.3,0.175,0.175,0.175,619798,1091905,1160,1132,211
COL,0016,time_share,0.4,0.15,0.4,0.15,0.15,0.15,619798,1091905,1160,1132,211
COL,0016,time_share,0.5,0.125,0.5,0.125,0.125,0.125,619798,1091905,1160,1132,211
COL,0016,time_share,0.6,0.1,0.6,0.1,0.1,0.1,619798,1091905,1160,1132,211
COL,0016,time_share,0.7,0.075,0.7,0.075,0.075,0.075,619798,1091905,1160,1132,211
COL,0016,time_share,0.8,0.05,0.8,0.05,0.05,0.05,619798,1091905,1160,1132,211
COL,0016,time_share,0.9,0.025,0.9,0.025,0.025,0.025,637466,1085700,1208,1068,208
COL,0016,time_share,1.0,0.0,1.0,0.0,0.0,0.0,677614,1082521,1380,1400,281
COL,0016,stability_share,0.0,0.25,0.375,0.0,0.0,0.375,606349,1128394,1264,1114,204
COL,0016,stability_share,0.1,0.225,0.3375,0.058333333333333334,0.041666666666666664,0.3375,619798,1091905,1160,1132,211
COL,0016,stability_share,0.2,0.2,0.3,0.11666666666666667,0.08333333333333333,0.3,619798,1091905,1160,1132,211
COL,0016,stability_share,0.3,0.175,0.2625,0.175,0.125,0.2625,619798,1091905,1160,1132,211
COL,0016,stability_share,0.4,0.15,0.225,0.23333333333333334,0.16666666666666666,0.225,619798,1091905,1160,1132,211
COL,0016,stability_share,0.5,0.125,0.1875,0.2916666666666667,0.20833333333333334,0.1875,619798,1091905,1160,1132,211
COL,0016,stability_share,0.6,0.1,0.15,0.35,0.25,0.15,619798,1091905,1160,1132,211
COL,0016,stability_share,0.7,0.075,0.1125,0.4083333333333333,0.2916666666666667,0.1125,621583,1096369,1158,1132,212
COL,0016,stability_share,0.8,0.05,0.075,0.4666666666666667,0.3333333333333333,0.075,621834,1115107,1156,1138,210
COL,0016,stability_share,0.9,0.025,0.0375,0.525,0.375,0.0375,621834,1115107,1156,1138,210
COL,0016,stability_share,1.0,0.0,0.0,0.5833333333333334,0.4166666666666667,0.0,621834,1115107,1156,1138,210
COL,0017,time_share,0.0,0.25,0.0,0.25,0.25,0.25,6478982,11471743,7927,5395,1005
COL,0017,time_share,0.1,0.225,0.1,0.225,0.225,0.225,6478982,11471743,7927,5395,1005
COL,0017,time_share,0.2,0.2,0.2,0.2,0.2,0.2,6478982,11471743,7927,5395,1005
COL,0017,time_share,0.3,0.175,0.3,0.175,0.175,0.175,6478982,11471743,7927,5395,1005
COL,0017,time_share,0.4,0.15,0.4,0.15,0.15,0.15,5825358,7632945,10525,6665,1239
COL,0017,time_share,0.5,0.125,0.5,0.125,0.125,0.125,5825832,7624864,10525,6671,1240
COL,0017,time_share,0.6,0.1,0.6,0.1,0.1,0.1,5981777,7049374,10423,7053,1322
COL,0017,time_share,0.7,0.075,0.7,0.075,0.075,0.075,5981777,7049374,10423,7053,1322
COL,0017,time_share,0.8,0.05,0.8,0.05,0.05,0.05,5982946,7038629,10419,7079,1325
COL,0017,time_share,0.9,0.025,0.9,0.025,0.025,0.025,6041525,7016307,9775,7387,1388
COL,0017,time_share,1.0,0.0,1.0,0.0,0.0,0.0,6041221,7012464,9813,7555,1407
COL,0017,stability_share,0.0,0.25,0.375,0.0,0.0,0.375,5801566,8038461,10811,6399,1202
COL,0017,stability_share,0.1,0.225,0.3375,0.058333333333333334,0.041666666666666664,0.3375,5800464,8082308,10757,6377,1200
COL,0017,stability_share,0.2,0.2,0.3,0.11666666666666667,0.08333333333333333,0.3,5803999,8785776,10739,6187,1162
COL,0017,stability_share,0.3,0.175,0.2625,0.175,0.125,0.2625,6478982,11471743,7927,5395,1005
COL,0017,stability_share,0.4,0.15,0.225,0.23333333333333334,0.16666666666666666,0.225,6478982,11471743,7927,5395,1005
COL,0017,stability_share,0.5,0.125,0.1875,0.2916666666666667,0.20833333333333334,0.1875,6478982,11471743,7927,5395,1005
COL,0017,stability_share,0.6,0.1,0.15,0.35,0.25,0.15,6478982,11471743,7927,5395,1005
COL,0017,stability_share,0.7,0.075,0.1125,0.4083333333333333,0.2916666666666667,0.1125,6478982,11471743,7927,5395,1005
COL,0017,stability_share,0.8,0.05,0.075,0.4666666666666667,0.3333333333333333,0.075,6478982,11471743,7927,5395,1005
COL,0017,stability_share,0.9,0.025,0.0375,0.525,0.375,0.0375,6576533,12319676,7457,5807,1074
COL,0017,stability_share,1.0,0.0,0.0,0.5833333333333334,0.4166666666666667,0.0,6576533,12319676,7457,5807,1074
COL,0018,time_share,0.0,0.25,0.0,0.25,0.25,0.25,2159079,3633665,2257,2596,474
COL,0018,time_share,0.1,0.225,0.1,0.225,0.225,0.225,2159079,3633665,2257,2596,474
COL,0018,time_share,0.2,0.2,0.2,0.2,0.2,0.2,2159079,3633665,2257,2596,474
COL,0018,time_share,0.3,0.175,0.3,0.175,0.175,0.175,2159079,3633665,2257,2596,474
COL,0018,time_share,0.4,0.15,0.4,0.15,0.15,0.15,2159079,3633665,2257,2596,474
COL,0018,time_share,0.5,0.125,0.5,0.125,0.125,0.125,2216223,2818187,2241,3184,570
COL,0018,time_share,0.6,0.1,0.6,0.1,0.1,0.1,2146339,2560377,3183,3218,634
COL,0018,time_share,0.7,0.075,0.7,0.075,0.075,0.075,2146339,2560377,3183,3218,634
COL,0018,time_share,0.8,0.05,0.8,0.05,0.05,0.05,2222365,2511363,3215,3226,635
COL,0018,time_share,0.9,0.025,0.9,0.025,0.025,0.025,2222365,2511363,3215,3226,635
COL,0018,time_share,1.0,0.0,1.0,0.0,0.0,0.0,2222365,2511363,3215,3226,635
COL,0018,stability_share,0.0,0.25,0.375,0.0,0.0,0.375,2159079,3633665,2257,2596,474
COL,0018,stability_share,0.1,0.225,0.3375,0.058333333333333334,0.041666666666666664,0.3375,2159079,3633665,2257,2596,474
COL,0018,stability_share,0.2,0.2,0.3,0.11666666666666667,0.08333333333333333,0.3,2159079,3633665,2257,2596,474
COL,0018,stability_share,0.3,0.175,0.2625,0.175,0.125,0.2625,2159079,3633665,2257,2596,474
COL,0018,stability_share,0.4,0.15,0.225,0.23333333333333334,0.16666666666666666,0.225,2159079,3633665,2257,2596,474
COL,0018,stability_share,0.5,0.125,0.1875,0.2916666666666667,0.20833333333333334,0.1875,2159079,3633665,2257,2596,474
COL,0018,stability_share,0.6,0.1,0.15,0.35,0.25,0.15,2159079,3633665,2257,2596,474
COL,0018,stability_share,0.7,0.075,0.1125,0.4083333333333333,0.2916666666666667,0.1125,2159079,3633665,2257,2596,474
COL,0018,stability_share,0.8,0.05,0.075,0.4666666666666667,0.3333333333333333,0.075,2603957,5888196,2275,2122,367
COL,0018,stability_share,0.9,0.025,0.0375,0.525,0.375,0.0375,2603957,5888196,2275,2122,367
COL,0018,stability_share,1.0,0.0,0.0,0.5833333333333334,0.4166666666666667,0.0,2603957,5888196,2275,2122,367
COL,0019,time_share,0.0,0.25,0.0,0.25,0.25,0.25,3157352,4047085,1600,1997,367
COL,0019,time_share,0.1,0.225,0.1,0.225,0.225,0.225,3157352,4047085,1600,1997,367
COL,0019,time_share,0.2,0.2,0.2,0.2,0.2,0.2,3047682,3412795,1656,2017,387
COL,0019,time_share,0.3,0.175,0.3,0.175,0.175,0.175,3036956,3309645,1664,2025,389
COL,0019,time_share,0.4,0.15,0.4,0.15,0.15,0.15,3036956,3309645,1664,2025,389
COL,0019,time_share,0.5,0.125,0.5,0.125,0.125,0.125,3036956,3309645,1664,2025,389
COL,0019,time_share,0.6,0.1,0.6,0.1,0.1,0.1,3036956,3309645,1664,2025,389
COL,0019,time_share,0.7,0.075,0.7,0.075,0.075,0.075,3036956,3309645,1664,2025,389
COL,0019,time_share,0.8,0.05,0.8,0.05,0.05,0.05,3033530,3264748,1672,2057,398
COL,0019,time_share,0.9,0.025,0.9,0.025,0.025,0.025,3033530,3264748,1672,2057,398
COL,0019,time_share,1.0,0.0,1.0,0.0,0.0,0.0,3033530,3264748,1672,2057,398
COL,0019,stability_share,0.0,0.25,0.375,0.0,0.0,0.375,3036956,3309645,1664,2025,389
COL,0019,stability_share,0.1,0.225,0.3375,0.058333333333333334,0.041666666666666664,0.3375,3036956,3309645,1664,2025,389
COL,0019,stability_share,0.2,0.2,0.3,0.11666666666666667,0.08333333333333333,0.3,3036956,3309645,1664,2025,389
COL,0019,stability_share,0.3,0.175,0.2625,0.175,0.125,0.2625,3036956,3309645,1664,2025,389
COL,0019,stability_share,0.4,0.15,0.225,0.23333333333333334,0.16666666666666666,0.225,3157352,4047085,1600,1997,367
COL,0019,stability_share,0.5,0.125,0.1875,0.2916666666666667,0.20833333333333334,0.1875,3157352,4047085,1600,1997,367
COL,0019,stability_share,0.6,0.1,0.15,0.35,0.25,0.15,3157352,4047085,1600,1997,367
COL,0019,stability_share,0.7,0.075,0.1125,0.4083333333333333,0.2916666666666667,0.1125,3157352,4047085,1600,1997,367
COL,0019,stability_share,0.8,0.05,0.075,0.4666666666666667,0.3333333333333333,0.075,3175851,4784116,1406,2185,390
COL,0019,stability_share,0.9,0.025,0.0375,0.525,0.375,0.0375,3175851,4784116,1406,2185,390
COL,0019,stability_share,1.0,0.0,0.0,0.5833333333333334,0.4166666666666667,0.0,3175851,4784116,1406,2185,390
COL,0020,time_share,0.0,0.25,0.0,0.25,0.25,0.25,5354212,11322206,4899,3677,670
COL,0020,time_share,0.1,0.225,0.1,0.225,0.225,0.225,5354212,11322206,4899,3677,670
COL,0020,time_share,0.2,0.2,0.2,0.2,0.2,0.2,5601994,9651023,5183,3711,678
COL,0020,time_share,0.3,0.175,0.3,0.175,0.175,0.175,5601994,9651023,5183,3711,678
COL,0020,time_share,0.4,0.15,0.4,0.15,0.15,0.15,4671999,5617494,6183,5897,1105
COL,0020,time_share,0.5,0.125,0.5,0.125,0.125,0.125,4671999,5617494,6183,5897,1105
COL,0020,time_share,0.6,0.1,0.6,0.1,0.1,0.1,4671999,5617494,6183,5897,1105
COL,0020,time_share,0.7,0.075,0.7,0.075,0.075,0.075,4671999,5617494,6183,5897,1105
COL,0020,time_share,0.8,0.05,0.8,0.05,0.05,0.05,4593521,5503750,6293,6317,1161
COL,0020,time_share,0.9,0.025,0.9,0.025,0.025,0.025,4586293,5496473,6329,6367,1169
COL,0020,time_share,1.0,0.0,1.0,0.0,0.0,0.0,4661758,5474535,6571,6433,1223
COL,0020,stability_share,0.0,0.25,0.375,0.0,0.0,0.375,4671999,5617494,6183,5897,1105
COL,0020,stability_share,0.1,0.225,0.3375,0.058333333333333334,0.041666666666666664,0.3375,4671999,5617494,6183,5897,1105
COL,0020,stability_share,0.2,0.2,0.3,0.11666666666666667,0.08333333333333333,0.3,5601994,9651023,5183,3711,678
COL,0020,stability_share,0.3,0.175,0.2625,0.175,0.125,0.2625,5601994,9651023,5183,3711,678
COL,0020,stability_share,0.4,0.15,0.225,0.23333333333333334,0.16666666666666666,0.225,5601994,9651023,5183,3711,678
COL,0020,stability_share,0.5,0.125,0.1875,0.2916666666666667,0.20833333333333334,0.1875,5601994,9651023,5183,3711,678
COL,0020,stability_share,0.6,0.1,0.15,0.35,0.25,0.15,5354212,11322206,4899,3677,670
COL,0020,stability_share,0.7,0.075,0.1125,0.4083333333333333,0.2916666666666667,0.1125,5354212,11322206,4899,3677,670
COL,0020,stability_share,0.8,0.05,0.075,0.4666666666666667,0.3333333333333333,0.075,5354212,11322206,4899,3677,670
COL,0020,stability_share,0.9,0.025,0.0375,0.525,0.375,0.0375,5354212,11322206,4899,3677,670
COL,0020,stability_share,1.0,0.0,0.0,0.5833333333333334,0.4166666666666667,0.0,5354212,11322206,4899,3677,670
COL,0021,time_share,0.0,0.25,0.0,0.25,0.25,0.25,1857748,2285283,2308,2449,484
COL,0021,time_share,0.1,0.225,0.1,0.225,0.225,0.225,1857748,2285283,2308,2449,484
COL,0021,time_share,0.2,0.2,0.2,0.2,0.2,0.2,1857748,2285283,2308,2449,484
COL,0021,time_share,0.3,0.175,0.3,0.175,0.175,0.175,1857748,2285283,2308,2449,484
COL,0021,time_share,0.4,0.15,0.4,0.15,0.15,0.15,1857748,2285283,2308,2449,484
COL,0021,time_share,0.5,0.125,0.5,0.125,0.125,0.125,1867265,2066281,2412,2597,518
COL,0021,time_share,0.6,0.1,0.6,0.1,0.1,0.1,1867265,2066281,2412,2597,518
COL,0021,time_share,0.7,0.075,0.7,0.075,0.075,0.075,1867265,2066281,2412,2597,518
COL,0021,time_share,0.8,0.05,0.8,0.05,0.05,0.05,1867265,2066281,2412,2597,518
COL,0021,time_share,0.9,0.025,0.9,0.025,0.025,0.025,1867265,2066281,2412,2597,518
COL,0021,time_share,1.0,0.0,1.0,0.0,0.0,0.0,1902305,2037707,2618,3193,599
COL,0021,stability_share,0.0,0.25,0.375,0.0,0.0,0.375,1857748,2285283,2308,2449,484
COL,0021,stability_share,0.1,0.225,0.3375,0.058333333333333334,0.041666666666666664,0.3375,1857748,2285283,2308,2449,484
COL,0021,stability_share,0.2,0.2,0.3,0.11666666666666667,0.08333333333333333,0.3,1857748,2285283,2308,2449,484
COL,0021,stability_share,0.3,0.175,0.2625,0.175,0.125,0.2625,1857748,2285283,2308,2449,484
COL,0021,stability_share,0.4,0.15,0.225,0.23333333333333334,0.16666666666666666,0.225,1857748,2285283,2308,2449,484
COL,0021,stability_share,0.5,0.125,0.1875,0.2916666666666667,0.20833333333333334,0.1875,1857748,2285283,2308,2449,484
COL,0021,stability_share,0.6,0.1,0.15,0.35,0.25,0.15,1857748,2285283,2308,2449,484
COL,0021,stability_share,0.7,0.075,0.1125,0.4083333333333333,0.2916666666666667,0.1125,1857748,2285283,2308,2449,484
COL,0021,stability_share,0.8,0.05,0.075,0.4666666666666667,0.3333333333333333,0.075,1857748,2285283,2308,2449,484
COL,0021,stability_share,0.9,0.025,0.0375,0.525,0.375,0.0375,1857748,2285283,2308,2449,484
COL,0021,stability_share,1.0,0.0,0.0,0.5833333333333334,0.4166666666666667,0.0,1857748,2285283,2308,2449,484
COL,0022,time_share,0.0,0.25,0.0,0.25,0.25,0.25,3541239,5805976,9057,4823,885
COL,0022,time_share,0.1,0.225,0.1,0.225,0.225,0.225,3541239,5805976,9057,4823,885
COL,0022,time_share,0.2,0.2,0.2,0.2,0.2,0.2,3677602,5189890,8283,5045,926
COL,0022,time_share,0.3,0.175,0.3,0.175,0.175,0.175,3677602,5189890,8283,5045,926
COL,0022,time_share,0.4,0.15,0.4,0.15,0.15,0.15,3684116,5039080,8131,5205,953
COL,0022,time_share,0.5,0.125,0.5,0.125,0.125,0.125,3669757,5024854,8203,5235,958
COL,0022,time_share,0.6,0.1,0.6,0.1,0.1,0.1,3825168,4757671,11993,4811,921
COL,0022,time_share,0.7,0.075,0.7,0.075,0.075,0.075,3838553,4742494,12007,4861,926
COL,0022,time_share,0.8,0.05,0.8,0.05,0.05,0.05,4239650,4418803,13943,5251,1049
COL,0022,time_share,0.9,0.025,0.9,0.025,0.025,0.025,4248375,4415113,13897,5283,1052
COL,0022,time_share,1.0,0.0,1.0,0.0,0.0,0.0,4253751,4413209,13905,5321,1060
COL,0022,stability_share,0.0,0.25,0.375,0.0,0.0,0.375,3821943,4825285,12033,4711,903
COL,0022,stability_share,0.1,0.225,0.3375,0.058333333333333334,0.041666666666666664,0.3375,3677602,5189890,8283,5045,926
COL,0022,stability_share,0.2,0.2,0.3,0.11666666666666667,0.08333333333333333,0.3,3677602,5189890,8283,5045,926
COL,0022,stability_share,0.3,0.175,0.2625,0.175,0.125,0.2625,3677602,5189890,8283,5045,926
COL,0022,stability_share,0.4,0.15,0.225,0.23333333333333334,0.16666666666666666,0.225,3677602,5189890,8283,5045,926
COL,0022,stability_share,0.5,0.125,0.1875,0.2916666666666667,0.20833333333333334,0.1875,3677602,5189890,8283,5045,926
COL,0022,stability_share,0.6,0.1,0.15,0.35,0.25,0.15,3677602,5189890,8283,5045,926
COL,0022,stability_share,0.7,0.075,0.1125,0.4083333333333333,0.2916666666666667,0.1125,3677602,5189890,8283,5045,926
COL,0022,stability_share,0.8,0.05,0.075,0.4666666666666667,0.3333333333333333,0.075,3677602,5189890,8283,5045,926
COL,0022,stability_share,0.9,0.025,0.0375,0.525,0.375,0.0375,3677602,5189890,8283,5045,926
COL,0022,stability_share,1.0,0.0,0.0,0.5833333333333334,0.4166666666666667,0.0,3692225,5440563,8013,5171,945
COL,0023,time_share,0.0,0.25,0.0,0.25,0.25,0.25,4332549,7120619,8661,4907,914
COL,0023,time_share,0.1,0.225,0.1,0.225,0.225,0.225,4332549,7120619,8661,4907,914
COL,0023,time_share,0.2,0.2,0.2,0.2,0.2,0.2,4332549,7120619,8661,4907,914
COL,0023,time_share,0.3,0.175,0.3,0.175,0.175,0.175,4332549,7120619,8661,4907,914
COL,0023,time_share,0.4,0.15,0.4,0.15,0.15,0.15,4332549,7120619,8661,4907,914
COL,0023,time_share,0.5,0.125,0.5,0.125,0.125,0.125,4105441,5468629,8627,6263,1149
COL,0023,time_share,0.6,0.1,0.6,0.1,0.1,0.1,4105441,5468629,8627,6263,1149
COL,0023,time_share,0.7,0.075,0.7,0.075,0.075,0.075,4105441,5468629,8627,6263,1149
COL,0023,time_share,0.8,0.05,0.8,0.05,0.05,0.05,4090266,5402655,8697,6413,1172
COL,0023,time_share,0.9,0.025,0.9,0.025,0.025,0.025,4100182,5376225,8707,6495,1185
COL,0023,time_share,1.0,0.0,1.0,0.0,0.0,0.0,4100182,5376225,8707,6495,1185
COL,0023,stability_share,0.0,0.25,0.375,0.0,0.0,0.375,4332549,7120619,8661,4907,914
COL,0023,stability_share,0.1,0.225,0.3375,0.058333333333333334,0.041666666666666664,0.3375,4332549,7120619,8661,4907,914
COL,0023,stability_share,0.2,0.2,0.3,0.11666666666666667,0.08333333333333333,0.3,4332549,7120619,8661,4907,914
COL,0023,stability_share,0.3,0.175,0.2625,0.175,0.125,0.2625,4332549,7120619,8661,4907,914
COL,0023,stability_share,0.4,0.15,0.225,0.23333333333333334,0.16666666666666666,0.225,4332549,7120619,8661,4907,914
COL,0023,stability_share,0.5,0.125,0.1875,0.2916666666666667,0.20833333333333334,0.1875,4332549,7120619,8661,4907,914
COL,0023,stability_share,0.6,0.1,0.15,0.35,0.25,0.15,4332549,7120619,8661,4907,914
COL,0023,stability_share,0.7,0.075,0.1125,0.4083333333333333,0.2916666666666667,0.1125,4332549,7120619,8661,4907,914
COL,0023,stability_share,0.8,0.05,0.075,0.4666666666666667,0.3333333333333333,0.075,4332549,7120619,8661,4907,914
COL,0023,stability_share,0.9,0.025,0.0375,0.525,0.375,0.0375,4332549,7120619,8661,4907,914
COL,0023,stability_share,1.0,0.0,0.0,0.5833333333333334,0.4166666666666667,0.0,4332549,7120619,8661,4907,914
COL,0024,time_share,0.0,0.25,0.0,0.25,0.25,0.25,1432249,1577381,6934,1289,264
COL,0024,time_share,0.1,0.225,0.1,0.225,0.225,0.225,1432249,1577381,6934,1289,264
COL,0024,time_share,0.2,0.2,0.2,0.2,0.2,0.2,1432249,1577381,6934,1289,264
COL,0024,time_share,0.3,0.175,0.3,0.175,0.175,0.175,1432249,1577381,6934,1289,264
COL,0024,time_share,0.4,0.15,0.4,0.15,0.15,0.15,1432249,1577381,6934,1289,264
COL,0024,time_share,0.5,0.125,0.5,0.125,0.125,0.125,1431684,1485098,6964,1355,278
COL,0024,time_share,0.6,0.1,0.6,0.1,0.1,0.1,1431684,1485098,6964,1355,278
COL,0024,time_share,0.7,0.075,0.7,0.075,0.075,0.075,1431684,1485098,6964,1355,278
COL,0024,time_share,0.8,0.05,0.8,0.05,0.05,0.05,1431684,1485098,6964,1355,278
COL,0024,time_share,0.9,0.025,0.9,0.025,0.025,0.025,1431684,1485098,6964,1355,278
COL,0024,time_share,1.0,0.0,1.0,0.0,0.0,0.0,1431280,1484087,6976,1373,279
COL,0024,stability_share,0.0,0.25,0.375,0.0,0.0,0.375,1432249,1577381,6934,1289,264
COL,0024,stability_share,0.1,0.225,0.3375,0.058333333333333334,0.041666666666666664,0.3375,1432249,1577381,6934,1289,264
COL,0024,stability_share,0.2,0.2,0.3,0.11666666666666667,0.08333333333333333,0.3,1432249,1577381,6934,1289,264
COL,0024,stability_share,0.3,0.175,0.2625,0.175,0.125,0.2625,1432249,1577381,6934,1289,264
COL,0024,stability_share,0.4,0.15,0.225,0.23333333333333334,0.16666666666666666,0.225,1432249,1577381,6934,1289,264
COL,0024,stability_share,0.5,0.125,0.1875,0.2916666666666667,0.20833333333333334,0.1875,1432249,1577381,6934,1289,264
COL,0024,stability_share,0.6,0.1,0.15,0.35,0.25,0.15,1432249,1577381,6934,1289,264
COL,0024,stability_share,0.7,0.075,0.1125,0.4083333333333333,0.2916666666666667,0.1125,1432249,1577381,6934,1289,264
COL,0024,stability_share,0.8,0.05,0.075,0.4666666666666667,0.3333333333333333,0.075,1432249,1577381,6934,1289,264
COL,0024,stability_share,0.9,0.025,0.0375,0.525,0.375,0.0375,1432249,1577381,6934,1289,264
COL,0024,stability_share,1.0,0.0,0.0,0.5833333333333334,0.4166666666666667,0.0,1432249,1577381,6934,1289,264
COL,0025,time_share,0.0,0.25,0.0,0.25,0.25,0.25,4086865,6987693,3994,2954,545
COL,0025,time_share,0.1,0.225,0.1,0.225,0.225,0.225,4086865,6987693,3994,2954,545
COL,0025,time_share,0.2,0.2,0.2,0.2,0.2,0.2,4086865,6987693,3994,2954,545
COL,0025,time_share,0.3,0.175,0.3,0.175,0.175,0.175,4086865,6987693,3994,2954,545
COL,0025,time_share,0.4,0.15,0.4,0.15,0.15,0.15,4086865,6987693,3994,2954,545
COL,0025,time_share,0.5,0.125,0.5,0.125,0.125,0.125,4086865,6987693,3994,2954,545
COL,0025,time_share,0.6,0.1,0.6,0.1,0.1,0.1,3929400,5088111,4384,4104,741
COL,0025,time_share,0.7,0.075,0.7,0.075,0.075,0.075,3941007,4975031,4498,4128,752
COL,0025,time_share,0.8,0.05,0.8,0.05,0.05,0.05,3862846,4917993,4978,4080,733
COL,0025,time_share,0.9,0.025,0.9,0.025,0.025,0.025,3862846,4917993,4978,4080,733
COL,0025,time_share,1.0,0.0,1.0,0.0,0.0,0.0,3862631,4917778,4988,4150,740
COL,0025,stability_share,0.0,0.25,0.375,0.0,0.0,0.375,3759836,5701906,4738,3576,649
COL,0025,stability_share,0.1,0.225,0.3375,0.058333333333333334,0.041666666666666664,0.3375,4086865,6987693,3994,2954,545
COL,0025,stability_share,0.2,0.2,0.3,0.11666666666666667,0.08333333333333333,0.3,4086865,6987693,3994,2954,545
COL,0025,stability_share,0.3,0.175,0.2625,0.175,0.125,0.2625,4086865,6987693,3994,2954,545
COL,0025,stability_share,0.4,0.15,0.225,0.23333333333333334,0.16666666666666666,0.225,4086865,6987693,3994,2954,545
COL,0025,stability_share,0.5,0.125,0.1875,0.2916666666666667,0.20833333333333334,0.1875,4086865,6987693,3994,2954,545
COL,0025,stability_share,0.6,0.1,0.15,0.35,0.25,0.15,4086865,6987693,3994,2954,545
COL,0025,stability_share,0.7,0.075,0.1125,0.4083333333333333,0.2916666666666667,0.1125,4125282,8222818,3586,3236,599
COL,0025,stability_share,0.8,0.05,0.075,0.4666666666666667,0.3333333333333333,0.075,4125282,8222818,3586,3236,599
COL,0025,stability_share,0.9,0.025,0.0375,0.525,0.375,0.0375,4125282,8222818,3586,3236,599
COL,0025,stability_share,1.0,0.0,0.0,0.5833333333333334,0.4166666666666667,0.0,4125282,8222818,3586,3236,599
COL,0026,time_share,0.0,0.25,0.0,0.25,0.25,0.25,4550465,9879792,5390,3527,641
COL,0026,time_share,0.1,0.225,0.1,0.225,0.225,0.225,4550465,9879792,5390,3527,641
COL,0026,time_share,0.2,0.2,0.2,0.2,0.2,0.2,3564892,4416142,5840,4581,883
COL,0026,time_share,0.3,0.175,0.3,0.175,0.175,0.175,3564892,4416142,5840,4581,883
COL,0026,time_share,0.4,0.15,0.4,0.15,0.15,0.15,3564892,4416142,5840,4581,883
COL,0026,time_share,0.5,0.125,0.5,0.125,0.125,0.125,3564892,4416142,5840,4581,883
COL,0026,time_share,0.6,0.1,0.6,0.1,0.1,0.1,3524220,3964546,6070,4779,940
COL,0026,time_share,0.7,0.075,0.7,0.075,0.075,0.075,3524220,3964546,6070,4779,940
COL,0026,time_share,0.8,0.05,0.8,0.05,0.05,0.05,3524220,3964546,6070,4779,940
COL,0026,time_share,0.9,0.025,0.9,0.025,0.025,0.025,3324052,3760788,6346,5387,1039
COL,0026,time_share,1.0,0.0,1.0,0.0,0.0,0.0,3324552,3759071,6356,5385,1041
COL,0026,stability_share,0.0,0.25,0.375,0.0,0.0,0.375,3564892,4416142,5840,4581,883
COL,0026,stability_share,0.1,0.225,0.3375,0.058333333333333334,0.041666666666666664,0.3375,3564892,4416142,5840,4581,883
COL,0026,stability_share,0.2,0.2,0.3,0.11666666666666667,0.08333333333333333,0.3,3564892,4416142,5840,4581,883
COL,0026,stability_share,0.3,0.175,0.2625,0.175,0.125,0.2625,3564892,4416142,5840,4581,883
COL,0026,stability_share,0.4,0.15,0.225,0.23333333333333334,0.16666666666666666,0.225,3564892,4416142,5840,4581,883
COL,0026,stability_share,0.5,0.125,0.1875,0.2916666666666667,0.20833333333333334,0.1875,4550465,9879792,5390,3527,641
COL,0026,stability_share,0.6,0.1,0.15,0.35,0.25,0.15,4550465,9879792,5390,3527,641
COL,0026,stability_share,0.7,0.075,0.1125,0.4083333333333333,0.2916666666666667,0.1125,4550465,9879792,5390,3527,641
COL,0026,stability_share,0.8,0.05,0.075,0.4666666666666667,0.3333333333333333,0.075,4550465,9879792,5390,3527,641
COL,0026,stability_share,0.9,0.025,0.0375,0.525,0.375,0.0375,5669431,11118213,4794,4473,823
COL,0026,stability_share,1.0,0.0,0.0,0.5833333333333334,0.4166666666666667,0.0,5669431,11118213,4794,4473,823
COL,0027,time_share,0.0,0.25,0.0,0.25,0.25,0.25,2477134,3843491,10160,2758,545
COL,0027,time_share,0.1,0.225,0.1,0.225,0.225,0.225,2477134,3843491,10160,2758,545
COL,0027,time_share,0.2,0.2,0.2,0.2,0.2,0.2,2477134,3843491,10160,2758,545
COL,0027,time_share,0.3,0.175,0.3,0.175,0.175,0.175,2477134,3843491,10160,2758,545
COL,0027,time_share,0.4,0.15,0.4,0.15,0.15,0.15,2477134,3843491,10160,2758,545
COL,0027,time_share,0.5,0.125,0.5,0.125,0.125,0.125,2477134,3843491,10160,2758,545
COL,0027,time_share,0.6,0.1,0.6,0.1,0.1,0.1,2595958,3346581,13178,2836,559
COL,0027,time_share,0.7,0.075,0.7,0.075,0.075,0.075,2596360,3343493,13186,2842,560
COL,0027,time_share,0.8,0.05,0.8,0.05,0.05,0.05,2596940,3339059,13172,2852,563
